Run name,Model,Image size,Optimizer,Epochs,Best epoch,mAP@0.5,mAP@0.5:0.95,Precision,Recall,Checkpoint
cats_v1-2,yolo26s.pt,640,auto,30,29,0.88337,0.68324,0.87922,0.83244,runs/detect/runs/cats_v1-2/weights/best.pt
